timestamp,temp_zone_1,temp_zone_2,temp_zone_3,temp_zone_4,feed_rate,rotation_speed,pressure_1,pressure_2,pressure_3,gas_consumption,o2_flue,co_flue,raw_humidity,temp_flue,vibration,drive_load
2023-01-01 04:05:00,1233.197,1231.324,1248.109,1228.522,85.514,3.643,-53.058,-65.142,-60.977,1764.734,4.539,1.014,12.323,400.306,1.116,85.388
2023-01-01 04:10:00,1219.856,1245.633,1259.751,1230.653,87.634,3.618,-51.067,-56.029,-63.439,1740.515,4.443,1.003,12.985,405.763,2.215,77.374
2023-01-01 04:15:00,1227.026,1214.626,1263.114,1214.717,89.539,3.764,-40.401,-54.022,-62.266,1771.053,4.357,1.116,12.401,395.129,2.215,77.263
2023-01-01 04:20:00,1250.505,1265.501,1252.382,1238.364,89.942,3.914,-51.196,-62.853,-51.17,1815.473,4.356,1.031,12.004,390.125,2.584,83.052
2023-01-01 04:25:00,1235.497,1220.547,1255.436,1229.74,84.929,3.593,-57.794,-59.143,-62.664,1711.723,4.333,1.065,11.772,402.224,1.062,79.724
2023-01-01 04:30:00,1237.533,1239.289,1249.927,1214.187,86.176,3.669,-54.924,-55.038,-61.036,1724.647,4.48,1.149,12.24,411.274,1.505,70.027
2023-01-01 04:35:00,1258.734,1226.452,1251.164,1223.806,90.771,3.567,-46.424,-60.172,-61.432,1835.125,4.339,1.069,11.744,398.39,1.976,89.568
2023-01-01 04:40:00,1194.612,1241.771,1242.581,1226.231,93.641,3.63,-49.472,-53.732,-55.152,1779.372,4.206,1.085,12.428,397.682,2.339,78.331
2023-01-01 04:45:00,1251.827,1244.881,1239.63,1236.594,81.989,3.755,-52.769,-68.468,-59.801,1743.628,4.248,1.145,12.214,378.821,1.045,76.861
2023-01-01 04:50:00,1242.995,1209.883,1245.467,1229.303,83.699,3.672,-55.409,-60.093,-54.933,1879.395,3.986,1.058,13.621,395.117,2.198,82.169
2023-01-01 04:55:00,1231.937,1221.876,1253.31,1217.755,90.384,3.726,-60.964,-69.64,-65.248,1886.713,4.482,1.144,12.108,393.68,2.308,83.885
2023-01-01 05:00:00,1238.366,1228.366,1267.684,1220.157,88.268,3.76,-67.827,-63.24,-46.701,1716.599,4.065,1.186,11.591,410.41,1.671,83.298
2023-01-01 05:05:00,1249.849,1267.363,1238.422,1249.492,89.228,3.695,-55.499,-54.625,-45.043,1749.487,4.242,1.097,12.176,413.401,1.465,80.229
2023-01-01 05:10:00,1246.836,1235.178,1220.427,1222.019,84.335,3.782,-55.688,-52.934,-52.671,1757.03,4.626,1.139,12.574,371.523,1.68,81.092
2023-01-01 05:15:00,1242.487,1205.654,1247.168,1245.965,85.297,3.76,-57.025,-68.043,-58.775,1804.338,4.104,1.118,11.883,393.123,2.203,82.64
2023-01-01 05:20:00,1240.909,1218.97,1267.02,1193.663,83.377,3.863,-57.887,-64.368,-55.233,1812.556,4.286,1.168,12.786,388.681,1.92,78.748
2023-01-01 05:25:00,1250.622,1247.098,1248.714,1209.158,86.651,3.663,-56.787,-65.685,-63.936,1824.883,4.806,1.277,12.524,394.9,1.252,74.564
2023-01-01 05:30:00,1203.908,1237.587,1251.631,1239.5,88.325,3.616,-53.659,-59.851,-57.205,1799.486,4.194,1.092,12.277,393.023,1.895,88.248
2023-01-01 05:35:00,1245.627,1253.439,1203.949,1218.102,90.908,3.745,-59.83,-60.128,-56.826,1792.348,4.811,1.108,12.051,410.168,1.284,76.973
2023-01-01 05:40:00,1238.637,1231.523,1269.646,1196.077,89.836,3.841,-54.475,-56.644,-53.941,1756.267,5.6,1.06,12.31,393.687,2.797,81.953
2023-01-01 05:45:00,1233.306,1244.492,1235.616,1234.16,90.644,3.623,-58.338,-56.517,-50.684,1838.655,5.16,1.11,12.64,406.516,1.292,75.221
2023-01-01 05:50:00,1223.081,1249.569,1253.353,1216.533,89.872,3.65,-64.344,-59.817,-42.217,1781.31,3.892,1.073,12.415,411.937,2.011,83.384
2023-01-01 05:55:00,1246.998,1227.562,1256.658,1223.409,90.85,3.763,-53.783,-65.747,-59.858,1898.838,4.755,1.073,12.492,427.208,2.902,88.112
2023-01-01 06:00:00,1229.056,1225.11,1243.734,1255.725,92.392,3.797,-65.969,-54.083,-53.227,1865.585,5.331,1.063,12.366,408.479,1.349,79.654
2023-01-01 06:05:00,1239.124,1233.773,1255.221,1203.49,83.594,3.719,-56.358,-65.678,-51.84,1867.591,4.74,1.283,12.779,403.067,1.344,75.607
2023-01-01 06:10:00,1229.696,1236.083,1231.167,1230.391,86.36,3.784,-60.228,-58.21,-54.177,1791.312,4.386,1.101,12.546,401.099,2.435,79.301
2023-01-01 06:15:00,1259.941,1230.322,1266.606,1201.642,88.307,3.848,-68.243,-52.517,-49.584,1751.996,4.635,1.166,11.62,404.543,2.776,89.477
2023-01-01 06:20:00,1228.352,1244.328,1244.878,1238.978,90.562,3.617,-59.756,-58.383,-49.416,1783.357,5.198,1.187,12.41,400.194,2.638,80.945
2023-01-01 06:25:00,1254.215,1233.4,1227.896,1251.621,85.661,3.705,-50.324,-61.885,-53.604,1740.562,3.901,1.16,12.709,389.374,1.924,87.949
2023-01-01 06:30:00,1224.912,1219.794,1243.639,1221.876,91.319,3.608,-61.504,-62.496,-47.567,1668.193,5.522,1.095,12.446,394.541,1.422,83.953
2023-01-01 06:35:00,1253.289,1222.313,1248.155,1209.398,87.398,3.771,-58.185,-57.819,-52.963,1824.256,5.035,1.241,11.818,395.449,1.547,72.936
2023-01-01 06:40:00,1254.188,1232.827,1254.038,1200.414,88.422,3.731,-55.607,-55.499,-51.245,1750.181,4.819,1.103,11.602,383.776,1.666,79.476
2023-01-01 06:45:00,1264.885,1235.719,1242.472,1204.77,92.606,3.828,-63.545,-62.692,-43.683,1789.764,4.927,1.093,11.604,405.222,1.979,84.1
2023-01-01 06:50:00,1234.487,1227.592,1257.641,1220.072,86.591,3.917,-65.593,-55.114,-48.376,1804.805,4.291,1.097,11.799,397.92,1.916,74.223
2023-01-01 06:55:00,1239.857,1240.459,1283.78,1220.038,89.728,3.765,-56.682,-53.766,-58.619,1827.736,4.583,1.173,12.784,400.257,2.084,76.959
2023-01-01 07:00:00,1241.302,1232.557,1215.476,1207.47,87.689,3.67,-64.615,-48.586,-42.042,1801.885,5.069,1.089,13.162,385.635,1.487,76.386
2023-01-01 07:05:00,1271.456,1205.223,1266.295,1210.682,86.497,3.725,-58.363,-55.542,-46.049,1717.729,4.501,1.146,12.485,393.435,1.956,78.678
2023-01-01 07:10:00,1245.814,1228.406,1279.361,1211.199,87.751,3.859,-51.805,-62.951,-51.021,1759.573,5.154,1.108,13.354,396.056,2.861,87.733
2023-01-01 07:15:00,1208.737,1203.992,1277.079,1233.07,90.721,3.604,-63.164,-45.199,-43.467,1724.209,4.348,1.117,12.2,397.615,1.958,79.69
2023-01-01 07:20:00,1226.211,1210.611,1274.173,1228.878,85.583,3.77,-60.047,-54.211,-42.759,1822.783,4.325,1.13,11.677,404.885,2.632,74.542
2023-01-01 07:25:00,1243.899,1224.331,1245.892,1223.318,89.799,3.677,-58.989,-57.267,-37.391,1835.8,4.571,1.115,12.529,402.127,1.705,80.414
2023-01-01 07:30:00,1241.692,1248.607,1264.668,1243.847,98.438,3.887,-54.114,-44.523,-41.699,1806.477,4.055,1.238,12.201,398.174,1.564,78.826
2023-01-01 07:35:00,1223.065,1235.011,1258.573,1215.454,89.774,3.709,-52.164,-47.842,-40.974,1799.758,4.436,1.109,11.634,397.422,2.0,72.912
2023-01-01 07:40:00,1230.249,1215.325,1229.822,1214.32,88.687,3.81,-63.652,-63.23,-50.643,1788.17,4.638,1.119,13.066,393.87,2.557,81.797
2023-01-01 07:45:00,1238.125,1218.977,1241.972,1205.738,88.736,3.79,-66.647,-48.559,-49.338,1787.502,4.463,1.096,12.726,396.809,2.015,79.702
2023-01-01 07:50:00,1226.303,1200.781,1229.851,1194.24,92.387,3.797,-66.252,-47.665,-42.516,1817.033,4.658,1.102,12.176,399.945,2.048,78.915
2023-01-01 07:55:00,1233.081,1223.057,1237.6,1199.426,89.987,3.808,-59.322,-48.923,-46.522,1828.053,4.927,1.166,12.779,383.597,2.09,82.048
2023-01-01 08:00:00,1236.554,1218.687,1263.931,1253.574,88.307,3.869,-61.953,-50.561,-34.611,1854.845,4.45,1.185,12.032,406.51,1.049,89.521
2023-01-01 08:05:00,1233.61,1213.474,1259.809,1231.246,85.569,3.602,-70.619,-41.806,-36.761,1754.221,4.702,1.171,12.671,375.011,1.611,84.863
2023-01-01 08:10:00,1219.815,1230.72,1225.777,1237.135,92.453,3.811,-53.232,-47.484,-37.234,1712.037,4.449,1.242,11.833,387.896,1.602,77.764
2023-01-01 08:15:00,1238.478,1244.979,1257.332,1205.795,88.719,3.887,-57.873,-49.329,-40.231,1685.775,4.907,1.119,12.239,387.82,2.234,68.477
2023-01-01 08:20:00,1219.83,1220.523,1244.705,1213.853,90.47,3.666,-59.853,-48.241,-40.247,1820.583,5.062,1.113,12.218,391.187,1.101,85.702
2023-01-01 08:25:00,1228.158,1213.979,1253.003,1226.785,90.467,3.884,-57.725,-56.467,-40.619,1794.307,5.269,1.273,11.88,390.279,1.908,82.976
2023-01-01 08:30:00,1213.032,1208.026,1256.108,1214.966,89.185,3.752,-64.002,-55.124,-41.64,1702.189,4.885,1.17,12.829,398.301,2.009,68.348
2023-01-01 08:35:00,1231.367,1238.477,1248.321,1211.145,89.69,3.842,-57.482,-48.059,-48.459,1704.684,4.631,1.164,11.82,381.137,2.557,75.498
2023-01-01 08:40:00,1228.146,1214.177,1224.653,1213.894,88.079,3.751,-56.734,-41.528,-47.476,1653.419,4.65,1.107,12.523,388.33,1.632,80.84
2023-01-01 08:45:00,1234.499,1226.639,1211.941,1211.283,85.39,3.824,-58.385,-44.186,-38.448,1572.267,4.718,1.181,11.334,388.864,2.646,71.56
2023-01-01 08:50:00,1214.773,1236.396,1228.162,1225.218,92.877,3.82,-60.104,-56.366,-34.403,1768.375,5.097,1.103,12.968,393.745,2.422,78.174
2023-01-01 08:55:00,1242.742,1193.816,1228.233,1213.389,89.331,3.863,-55.674,-47.149,-41.61,1645.181,4.711,1.133,13.292,382.115,1.187,70.088
2023-01-01 09:00:00,1241.27,1210.762,1239.979,1198.559,87.499,3.761,-56.532,-49.66,-36.084,1806.803,5.192,1.202,13.425,378.087,2.304,79.688
2023-01-01 09:05:00,1225.275,1245.739,1240.889,1214.944,89.77,3.918,-49.867,-46.075,-36.81,1759.446,5.185,1.161,12.383,379.479,1.971,78.526
2023-01-01 09:10:00,1221.759,1208.226,1257.379,1217.59,89.275,3.837,-53.728,-41.365,-38.28,1611.01,4.567,1.169,12.063,379.023,2.527,71.134
2023-01-01 09:15:00,1213.649,1219.62,1249.515,1227.472,91.329,3.891,-55.305,-43.979,-43.083,1623.359,5.233,1.135,13.057,379.548,2.222,74.521
2023-01-01 09:20:00,1203.829,1196.293,1246.757,1195.609,81.856,3.829,-59.584,-41.617,-41.844,1754.989,5.038,1.313,12.873,365.013,2.155,77.591
2023-01-01 09:25:00,1240.467,1218.701,1206.665,1202.238,96.663,3.87,-49.551,-46.335,-38.705,1689.643,4.744,1.125,12.494,382.864,1.513,75.282
2023-01-01 09:30:00,1207.029,1195.75,1254.901,1187.926,97.954,3.96,-53.556,-44.712,-47.233,1673.551,4.698,1.138,12.261,382.005,2.54,71.766
2023-01-01 09:35:00,1256.531,1210.245,1245.228,1205.498,94.679,3.861,-53.77,-41.549,-38.673,1585.577,4.482,1.286,12.917,389.901,2.514,78.474
2023-01-01 09:40:00,1208.507,1215.972,1246.773,1207.626,91.048,3.968,-47.481,-40.922,-36.634,1634.222,5.011,1.345,12.611,376.037,1.98,69.003
2023-01-01 09:45:00,1220.034,1203.965,1249.401,1225.261,91.53,3.959,-42.829,-31.714,-40.465,1647.178,5.101,1.277,12.176,389.381,2.866,70.462
2023-01-01 09:50:00,1231.13,1197.418,1221.269,1192.35,92.567,3.874,-58.756,-39.934,-33.234,1721.964,4.94,1.136,13.123,367.694,2.322,68.294
2023-01-01 09:55:00,1211.403,1192.745,1241.08,1186.719,91.407,3.827,-45.447,-32.166,-44.999,1615.03,5.039,1.2,13.113,388.222,2.365,86.786
2023-01-01 10:00:00,1193.498,1237.81,1232.057,1194.732,90.095,3.838,-51.879,-43.305,-38.961,1571.083,5.271,1.192,12.239,378.658,1.525,64.239
2023-01-01 10:05:00,1197.316,1230.262,1217.338,1211.286,88.389,3.831,-51.404,-40.373,-45.981,1649.355,4.032,1.122,12.496,354.877,1.89,62.406
2023-01-01 10:10:00,1217.071,1192.375,1234.509,1187.599,89.182,3.964,-51.349,-42.926,-41.246,1598.725,5.177,1.246,12.949,372.326,2.016,66.799
2023-01-01 10:15:00,1195.782,1215.846,1232.442,1201.083,93.689,3.809,-40.859,-51.798,-38.83,1683.644,5.1,1.13,13.069,386.625,2.518,76.933
2023-01-01 10:20:00,1223.624,1203.81,1225.454,1185.392,92.341,3.973,-47.511,-38.544,-41.96,1685.763,5.243,1.099,12.271,374.357,2.047,65.076
2023-01-01 10:25:00,1213.78,1168.28,1226.521,1188.687,84.373,3.848,-46.74,-32.552,-35.762,1638.536,4.35,1.234,13.691,386.948,2.363,75.21
2023-01-01 10:30:00,1223.524,1221.837,1191.07,1181.573,94.94,3.846,-41.106,-39.359,-42.497,1584.914,5.301,1.153,12.495,360.661,1.747,82.889
2023-01-01 10:35:00,1199.945,1248.616,1228.606,1175.727,93.802,3.797,-50.171,-43.119,-44.938,1599.969,4.822,1.192,12.231,396.227,2.877,61.901
2023-01-01 10:40:00,1202.359,1223.403,1183.049,1160.707,92.248,3.877,-34.597,-45.114,-34.758,1479.021,5.361,1.1,11.786,374.141,1.926,68.324
2023-01-01 10:45:00,1230.237,1206.442,1197.389,1206.628,92.47,3.885,-46.836,-39.389,-43.283,1674.813,4.757,1.128,11.944,350.644,2.125,69.775
2023-01-01 10:50:00,1214.515,1216.89,1205.351,1216.921,91.953,3.955,-43.59,-40.692,-48.103,1637.751,4.412,1.2,12.356,368.829,2.739,71.892
2023-01-01 10:55:00,1206.603,1205.516,1215.205,1191.296,90.234,3.889,-49.869,-41.456,-47.144,1515.938,5.319,1.102,12.648,371.639,1.873,68.367
2023-01-01 11:00:00,1212.002,1207.226,1208.846,1201.684,93.756,3.976,-43.504,-36.256,-34.298,1593.207,5.566,1.148,13.561,347.757,1.555,73.288
2023-01-01 11:05:00,1212.205,1207.525,1214.784,1204.005,89.968,3.983,-39.722,-35.842,-41.613,1567.051,4.953,1.153,12.097,364.23,2.293,70.669
2023-01-01 11:10:00,1186.7,1179.541,1216.608,1186.708,87.144,3.972,-40.953,-42.76,-37.536,1569.868,4.928,1.104,11.693,359.415,2.095,62.455
2023-01-01 11:15:00,1178.162,1210.277,1202.262,1186.107,92.131,3.84,-39.694,-36.146,-42.528,1547.222,4.756,1.14,12.786,349.339,1.521,65.803
2023-01-01 11:20:00,1212.167,1217.214,1201.904,1160.871,89.444,3.868,-43.613,-42.232,-59.846,1545.104,4.45,1.144,12.007,360.533,2.812,65.127
2023-01-01 11:25:00,1215.791,1193.788,1196.23,1198.612,91.921,4.011,-35.749,-34.501,-47.545,1518.075,5.128,1.147,12.82,353.611,1.874,66.98
2023-01-01 11:30:00,1178.192,1221.624,1175.377,1170.232,91.076,3.928,-38.586,-41.307,-42.171,1530.583,5.316,1.164,11.705,349.799,1.353,71.386
2023-01-01 11:35:00,1186.763,1206.986,1219.641,1161.163,89.054,3.985,-43.85,-45.673,-43.471,1488.903,4.966,1.17,13.478,346.957,1.187,68.747
2023-01-01 11:40:00,1188.671,1186.939,1206.636,1186.275,93.993,3.823,-46.328,-40.045,-48.792,1492.469,4.74,1.139,12.383,348.534,1.302,71.74
2023-01-01 11:45:00,1178.003,1189.601,1210.845,1171.873,88.471,3.972,-49.541,-46.588,-53.817,1504.941,4.734,1.067,13.416,348.188,1.698,69.304
2023-01-01 11:50:00,1194.407,1175.346,1216.336,1177.526,87.938,4.061,-39.363,-34.855,-54.419,1443.224,5.012,1.099,12.304,358.407,1.268,75.016
2023-01-01 11:55:00,1177.733,1199.706,1192.746,1177.617,93.024,3.976,-51.572,-42.08,-56.366,1512.045,4.547,1.067,12.274,348.009,2.431,62.323
2023-01-01 12:00:00,1187.457,1178.118,1194.69,1205.647,95.805,3.929,-43.851,-47.707,-46.201,1419.178,5.398,1.108,12.73,369.753,2.177,73.196
2023-01-01 12:05:00,1203.428,1198.963,1214.57,1153.872,88.42,4.119,-36.701,-44.74,-52.57,1459.187,4.882,1.058,12.243,373.014,1.8,67.212
2023-01-01 12:10:00,1161.579,1179.914,1199.519,1171.02,94.577,3.906,-49.8,-40.842,-50.833,1464.222,5.079,1.137,13.097,362.037,2.474,62.115
2023-01-01 12:15:00,1169.516,1187.783,1175.754,1185.762,95.327,3.995,-40.05,-44.118,-50.501,1519.672,5.072,1.08,12.919,363.117,2.118,56.879
2023-01-01 12:20:00,1203.023,1202.283,1191.321,1192.114,88.843,4.0,-30.971,-41.939,-49.974,1412.834,5.233,1.139,13.061,332.121,1.454,69.01
2023-01-01 12:25:00,1177.053,1141.913,1177.366,1191.31,93.496,3.867,-33.429,-41.422,-38.824,1514.187,4.695,1.166,12.798,352.514,1.187,61.681
2023-01-01 12:30:00,1140.095,1172.223,1159.304,1168.191,90.2,3.86,-53.541,-48.123,-54.038,1479.912,4.829,1.154,12.668,337.961,1.559,51.482
2023-01-01 12:35:00,1190.788,1182.469,1170.425,1190.463,92.419,3.851,-38.003,-45.513,-44.787,1502.387,5.125,1.049,12.29,346.238,1.91,66.807
2023-01-01 12:40:00,1181.487,1180.478,1192.617,1170.891,91.922,3.915,-41.061,-38.087,-57.201,1418.85,5.152,1.091,12.895,322.89,0.878,44.993
2023-01-01 12:45:00,1188.256,1195.266,1204.55,1176.067,95.621,3.918,-29.39,-43.406,-56.676,1442.158,4.7,1.131,13.03,336.501,2.245,54.258
2023-01-01 12:50:00,1174.702,1165.312,1212.748,1167.017,94.815,4.038,-44.08,-49.959,-49.173,1442.906,5.332,1.082,13.15,335.136,1.756,69.608
2023-01-01 12:55:00,1195.447,1167.94,1227.123,1202.732,95.875,4.169,-38.596,-41.754,-57.443,1468.155,4.835,1.094,11.455,322.986,2.255,63.047
2023-01-01 13:00:00,1163.874,1199.446,1195.085,1140.652,91.853,3.906,-55.881,-49.411,-57.677,1479.981,5.349,1.043,12.93,347.655,0.976,57.1
2023-01-01 13:05:00,1168.011,1174.388,1180.265,1148.763,91.389,3.894,-34.025,-47.216,-56.874,1402.691,4.975,1.052,11.861,326.361,1.119,61.761
2023-01-01 13:10:00,1167.703,1167.281,1159.013,1155.771,89.683,3.921,-40.392,-38.39,-52.249,1426.415,4.809,1.097,13.263,331.804,2.91,60.289
2023-01-01 13:15:00,1181.198,1158.516,1186.351,1149.329,89.972,3.945,-45.315,-51.492,-52.334,1344.959,5.594,1.074,12.508,334.449,2.164,61.795
2023-01-01 13:20:00,1181.364,1174.903,1186.478,1135.692,97.432,3.839,-40.17,-40.931,-49.414,1423.727,5.029,1.066,13.0,345.336,1.342,65.269
2023-01-01 13:25:00,1175.262,1157.564,1185.961,1147.132,91.116,3.722,-46.582,-46.343,-48.649,1264.345,5.275,1.079,13.763,332.488,2.555,53.533
